,Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Pick
375,Norman Powell,16.8,0.624,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2.0,1.5,SG,26,TOR,52,26.0,28.4,5.7,11.5,0.495,2.1,5.3,0.399,3.6,6.3,0.575,0.586,2.5,2.9,0.843,3.7,1.8,1.2,0.4,1.5,2.1,16.0,10116576,46
376,Norvel Pelle,10.5,0.526,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2,C,26,PHI,24,0.001,9.7,1.0,2.0,0.521,0.001,0.001,0.001,1.0,2.0,0.532,0.521,0.3,0.6,0.5,3.0,0.3,0.1,1.3,0.8,2.3,2.4,350189,61
377,OG Anunoby,13.2,0.6,0.403,0.18,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,2.1,3.7,5.7,0.134,-0.8,1.9,1.2,1.7,SF,22,TOR,69,68.0,29.9,4.1,8.2,0.505,1.3,3.3,0.39,2.9,4.9,0.583,0.584,1.0,1.5,0.706,5.3,1.6,1.4,0.7,1.1,2.4,10.6,2281800,23
378,Omari Spellman,14.4,0.551,0.373,0.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.066,-0.8,-1.0,-1.7,0.1,PF,22,GSW,49,3.0,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.7,3.8,0.454,0.503,1.5,1.9,0.793,4.5,1.0,0.7,0.5,1.1,1.3,7.6,1897800,30
379,Oshae Brissett,6.7,0.458,0.417,0.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,-0.1,0.2,0.1,0.043,-5.8,0.4,-5.4,-0.1,SF,21,TOR,19,0.001,7.1,0.7,1.9,0.361,0.2,0.8,0.2,0.5,1.1,0.476,0.403,0.4,0.5,0.8,1.4,0.4,0.2,0.1,0.4,0.9,1.9,129568,61
380,Otto Porter,15.8,0.55,0.443,0.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,0.4,0.4,0.8,0.112,0.8,0.2,1.0,0.3,SF,26,CHI,14,9.0,23.6,4.4,10.0,0.443,1.7,4.4,0.387,2.7,5.6,0.487,0.529,1.4,1.9,0.704,3.4,1.8,1.1,0.4,0.8,2.2,11.9,27250576,3
381,PJ Dozier,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.001,0.4,0.4,0.044,-2.6,-1.3,-3.9,-0.2,PG,23,DEN,29,0.001,14.2,2.2,5.4,0.414,0.6,1.7,0.347,1.7,3.7,0.444,0.468,0.7,1.0,0.724,1.9,2.2,0.5,0.2,0.9,1.6,5.8,183115,61
382,PJ Tucker,8.3,0.559,0.702,0.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,1.6,2.4,4.0,0.078,-2.4,0.6,-1.9,0.1,PF,34,HOU,72,72.0,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.541,0.5,0.7,0.813,6.6,1.6,1.1,0.5,1.0,3.2,6.9,8349039,35
383,PJ Washington,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.5,2.0,0.054,-1.7,0.1,-1.6,0.2,PF,21,CHO,58,57.0,30.3,4.6,10.2,0.455,1.5,4.0,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,5.4,2.1,0.9,0.8,1.6,2.7,12.2,3831840,12
384,Pascal Siakam,17.9,0.554,0.331,0.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,1.8,3.6,5.4,0.123,1.3,0.5,1.8,2.0,PF,25,TOR,60,60.0,35.2,8.3,18.4,0.453,2.2,6.1,0.359,6.2,12.3,0.499,0.512,4.0,5.1,0.792,7.3,3.5,1.0,0.9,2.5,2.8,22.9,2351838,27
385,Pat Connaughton,11.5,0.565,0.551,0.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,SG,27,MIL,67,4.0,18.6,2.0,4.5,0.455,0.8,2.5,0.331,1.2,2.0,0.607,0.547,0.5,0.6,0.775,4.2,1.6,0.4,0.5,0.8,1.0,5.4,1723050,41
386,Patrick Beverley,12.5,0.56,0.604,0.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,1.6,2.0,3.6,0.128,-0.3,2.5,2.2,1.4,PG,31,LAC,51,50.0,26.3,2.9,6.7,0.431,1.6,4.0,0.388,1.3,2.6,0.496,0.548,0.6,0.9,0.66,5.2,3.6,1.1,0.5,1.3,3.1,7.9,12345680,42
387,Patrick McCaw,7.3,0.5,0.438,0.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,0.2,1.2,1.4,0.075,-3.6,1.8,-1.8,0.001,SF,24,TOR,37,12.0,24.5,1.8,4.4,0.414,0.6,1.9,0.324,1.2,2.5,0.484,0.485,0.4,0.5,0.722,2.3,2.1,1.1,0.1,0.8,1.6,4.6,4000000,38
388,Patrick Patterson,11.5,0.58,0.738,0.185,4.8,15.1,10.1,7.2,0.4,0.3,7.7,14.7,1.1,0.8,1.9,0.118,0.8,-0.5,0.3,0.5,PF,30,LAC,59,18.0,13.2,1.6,3.9,0.408,1.1,2.9,0.39,0.5,1.0,0.459,0.552,0.6,0.7,0.814,2.6,0.7,0.1,0.1,0.4,0.9,4.9,2331593,14
389,Paul George,21.1,0.589,0.487,0.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,SF,29,LAC,48,48.0,29.6,7.1,16.3,0.439,3.3,7.9,0.412,3.9,8.4,0.464,0.539,4.0,4.5,0.876,5.7,3.9,1.4,0.4,2.6,2.4,21.5,33005556,10
390,Paul Millsap,16.9,0.591,0.283,0.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,2.1,1.4,3.5,0.136,0.3,-0.2,0.1,0.7,PF,34,DEN,51,48.0,24.3,4.1,8.6,0.482,1.1,2.4,0.435,3.1,6.2,0.5,0.543,2.3,2.8,0.816,5.7,1.6,0.9,0.6,1.4,2.9,11.6,30350000,47
391,Paul Watson,17.3,0.675,0.474,0.474,3.1,19.2,11.3,10.3,2.0,1.4,11.6,15.9,0.2,0.1,0.3,0.198,1.4,1.4,2.9,0.1,SF,25,TOR,8,0.001,8.8,1.3,2.4,0.526,0.5,1.1,0.444,0.8,1.3,0.6,0.632,0.9,1.1,0.778,1.9,0.6,0.4,0.1,0.4,0.5,3.9,79568,61
392,Quinn Cook,10.0,0.509,0.397,0.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,-0.2,0.5,0.3,0.03,-2.3,-1.4,-3.8,-0.2,PG,26,LAL,44,1.0,11.5,2.1,4.9,0.425,0.7,1.9,0.365,1.4,2.9,0.465,0.498,0.3,0.3,0.786,1.2,1.1,0.3,0.001,0.8,0.6,5.1,3000000,61
393,Quinndary Weatherspoon,3.2,0.336,0.294,0.118,1.4,8.3,4.8,17.5,1.8,1.1,21.9,12.7,-0.2,0.001,-0.1,-0.071,-6.4,-1.0,-7.4,-0.1,SG,23,SAS,11,0.001,7.1,0.5,1.5,0.294,0.1,0.5,0.2,0.4,1.1,0.333,0.324,0.1,0.2,0.5,0.6,1.0,0.3,0.1,0.5,0.7,1.1,79568,49
394,RJ Barrett,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0,SG,19,NYK,56,55.0,30.4,5.2,13.0,0.402,1.1,3.5,0.32,4.1,9.5,0.432,0.445,2.8,4.5,0.614,5.0,2.6,1.0,0.3,2.2,2.2,14.3,7839960,3
395,Rajon Rondo,12.4,0.494,0.381,0.125,2.6,13.1,7.9,32.9,1.9,0.2,20.8,18.7,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.3,0.2,PG,33,LAL,48,3.0,20.5,2.9,6.8,0.418,0.9,2.6,0.328,2.0,4.2,0.473,0.48,0.6,0.9,0.659,3.0,5.0,0.8,0.001,1.9,1.2,7.1,2564753,21
396,Raul Neto,12.7,0.567,0.396,0.212,1.8,8.3,5.0,20.3,1.7,0.8,16.2,18.7,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0.001,PG,27,PHI,54,3.0,12.4,1.9,4.1,0.455,0.6,1.6,0.386,1.2,2.5,0.5,0.532,0.7,0.9,0.83,1.1,1.8,0.4,0.1,0.9,0.9,5.1,1737145,47
397,Rayjon Tucker,9.7,0.584,0.395,0.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,0.1,0.1,0.2,0.063,-3.8,-2.2,-6.0,-0.2,SG,22,UTA,20,0.001,8.1,1.0,2.2,0.465,0.2,0.9,0.176,0.9,1.3,0.654,0.5,1.0,1.2,0.826,1.0,0.3,0.1,0.1,0.4,0.5,3.1,578573,61
398,Reggie Bullock,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.8,-0.3,-3.0,-0.2,SG,28,NYK,29,19.0,23.6,3.1,7.7,0.402,1.3,3.8,0.333,1.8,3.9,0.469,0.484,0.6,0.7,0.81,2.3,1.4,0.9,0.1,0.7,1.9,8.1,4000000,25
399,Reggie Jackson,13.7,0.529,0.445,0.166,2.5,10.8,6.7,26.2,0.8,0.6,12.7,23.1,0.6,0.5,1.1,0.073,0.8,-1.2,-0.4,0.3,PG,29,TOT,31,16.0,24.0,4.3,10.5,0.411,1.8,4.7,0.393,2.5,5.8,0.425,0.498,1.5,1.7,0.833,3.0,4.1,0.4,0.2,1.6,1.9,11.9,512721,24
400,Richaun Holmes,19.7,0.681,0.001,0.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,3.4,1.5,4.9,0.19,0.3,0.6,1.0,0.9,C,26,SAC,44,38.0,28.2,5.1,7.8,0.648,0.001,0.001,0.3415,5.1,7.8,0.648,0.648,2.1,2.7,0.788,8.1,1.0,0.9,1.3,1.2,3.8,12.3,4767000,37
401,Ricky Rubio,16.5,0.535,0.312,0.327,2.5,14.4,8.4,39.7,2.2,0.5,17.9,20.4,2.9,2.0,4.9,0.117,0.7,0.2,1.0,1.5,PG,29,PHO,65,65.0,31.0,4.4,10.6,0.415,1.2,3.3,0.361,3.2,7.3,0.439,0.471,3.0,3.5,0.863,4.7,8.8,1.4,0.2,2.7,2.6,13.0,16200000,5
402,Robert Covington,13.3,0.559,0.664,0.172,3.0,20.2,11.4,5.9,2.5,3.7,11.7,17.0,0.7,3.0,3.7,0.083,-1.2,1.3,0.001,1.1,PF-C,29,TOT,70,68.0,30.5,4.4,10.3,0.422,2.3,6.9,0.335,2.1,3.5,0.593,0.533,1.4,1.8,0.798,6.6,1.3,1.6,1.3,1.5,3.1,12.4,11301219,61
403,Robert Williams,23.1,0.728,0.001,0.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1.0,2.0,0.253,0.8,4.3,5.1,0.7,C,22,BOS,29,1.0,13.4,2.2,3.0,0.727,0.001,0.001,0.3415,2.2,3.0,0.727,0.727,0.8,1.2,0.647,4.4,0.9,0.8,1.2,0.7,1.8,5.2,1937520,87
404,Robert Williams,23.1,0.728,0.001,0.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1.0,2.0,0.253,0.8,4.3,5.1,0.7,C,22,BOS,29,1.0,13.4,2.2,3.0,0.727,0.001,0.001,0.3415,2.2,3.0,0.727,0.727,0.8,1.2,0.647,4.4,0.9,0.8,1.2,0.7,1.8,5.2,1937520,125
405,Robert Williams,23.1,0.728,0.001,0.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1.0,2.0,0.253,0.8,4.3,5.1,0.7,C,22,BOS,29,1.0,13.4,2.2,3.0,0.727,0.001,0.001,0.3415,2.2,3.0,0.727,0.727,0.8,1.2,0.647,4.4,0.9,0.8,1.2,0.7,1.8,5.2,1937520,27
406,Robin Lopez,10.2,0.554,0.351,0.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,0.077,-3.0,0.4,-2.6,-0.2,C,31,MIL,66,5.0,14.5,2.2,4.5,0.492,0.5,1.6,0.333,1.7,2.9,0.577,0.55,0.4,0.8,0.528,2.4,0.7,0.2,0.7,1.0,1.5,5.4,4767000,15
407,Rodions Kurucs,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.8,-2.8,-0.1,PF,21,BRK,47,9.0,14.6,1.7,3.8,0.446,0.7,1.9,0.367,1.0,1.9,0.529,0.54,0.5,0.8,0.632,2.9,1.1,0.5,0.1,1.0,1.9,4.6,1699236,40
408,Rodney Hood,12.2,0.625,0.413,0.157,1.7,10.4,6.1,7.0,1.3,0.6,9.4,13.9,0.9,0.2,1.1,0.084,-0.4,-0.5,-0.9,0.2,SF,27,POR,21,21.0,29.5,4.1,8.2,0.506,1.7,3.4,0.493,2.5,4.8,0.515,0.608,1.0,1.3,0.778,3.4,1.5,0.8,0.2,0.9,2.2,11.0,5718000,23
409,Rodney McGruder,6.7,0.477,0.492,0.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1.0,0.055,-3.7,0.8,-3.0,-0.2,SG,28,LAC,56,4.0,15.6,1.3,3.2,0.398,0.4,1.6,0.27,0.9,1.6,0.522,0.464,0.3,0.6,0.559,2.7,0.6,0.5,0.1,0.4,1.3,3.3,4807693,61
410,Romeo Langford,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,SG,20,BOS,32,2.0,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.381,0.6,0.8,0.72,1.3,0.4,0.3,0.3,0.3,1.0,2.5,3458400,14
411,Rondae HollisJefferson,15.1,0.533,0.07,0.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,1.4,2.0,3.4,0.146,-1.2,1.5,0.3,0.6,SF,25,TOR,60,6.0,18.7,2.6,5.5,0.471,0.1,0.4,0.13,2.5,5.1,0.497,0.476,1.8,2.4,0.734,4.7,1.8,0.8,0.4,1.0,1.9,7.0,2500000,23
412,Royce ONeale,9.5,0.578,0.668,0.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,PF,26,UTA,71,62.0,28.9,2.2,5.1,0.433,1.3,3.4,0.377,0.9,1.7,0.545,0.559,0.6,0.8,0.764,5.5,2.5,0.8,0.5,0.9,2.8,6.3,1618520,61
413,Rudy Gay,15.4,0.553,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,0.068,0.001,-0.9,-0.8,0.4,PF,33,SAS,67,5.0,21.8,4.0,8.9,0.446,1.1,3.3,0.336,2.9,5.6,0.511,0.508,1.8,2.0,0.882,5.4,1.7,0.5,0.5,1.3,1.5,10.8,14500000,8
414,Rudy Gobert,21.7,0.699,0.001,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,C,27,UTA,68,68.0,34.3,5.7,8.2,0.693,0.001,0.001,0.3415,5.7,8.2,0.693,0.693,3.7,5.9,0.63,13.5,1.5,0.8,2.0,1.9,3.2,15.1,25258427,27
415,Rui Hachimura,13.5,0.535,0.16,0.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,0.06,-1.2,-2.0,-3.2,-0.4,PF,21,WAS,48,48.0,30.1,5.3,11.4,0.466,0.5,1.8,0.287,4.8,9.5,0.5,0.489,2.4,2.9,0.829,6.1,1.8,0.8,0.2,1.1,2.2,13.5,4469160,9
416,Russell Westbrook,21.0,0.536,0.166,0.297,5.1,18.1,11.5,35.6,2.1,0.8,15.0,34.4,1.7,2.5,4.2,0.098,1.6,-0.1,1.5,1.8,PG,31,HOU,57,57.0,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,7.9,7.0,1.6,0.4,4.5,3.5,27.2,38506482,4
417,Ryan Arcidiacono,9.0,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.071,-2.7,-0.1,-2.8,-0.2,PG,25,CHI,58,4.0,16.0,1.6,3.8,0.409,0.9,2.4,0.391,0.6,1.4,0.439,0.532,0.5,0.7,0.711,1.9,1.7,0.5,0.1,0.6,1.7,4.5,3000000,61
418,Ryan Broekhoff,13.1,0.568,0.864,0.136,3.0,21.9,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.109,0.4,0.3,0.7,0.1,SG,29,DAL,17,1.0,10.6,1.3,3.5,0.373,1.2,3.0,0.392,0.1,0.5,0.25,0.542,0.4,0.5,0.875,2.5,0.6,0.3,0.2,0.4,0.9,4.2,1416852,61
419,Sekou Doumbouya,6.2,0.474,0.415,0.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.02,-5.3,-1.4,-6.7,-0.9,SF,19,DET,38,19.0,19.8,2.4,6.2,0.39,0.7,2.6,0.286,1.7,3.6,0.464,0.449,0.8,1.2,0.674,3.1,0.5,0.5,0.2,0.9,2.1,6.4,3285120,15
420,Semi Ojeleye,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,0.8,1.0,1.9,0.088,-2.1,0.4,-1.7,0.1,PF,25,BOS,69,6.0,14.7,1.2,2.8,0.408,0.7,1.8,0.378,0.5,1.0,0.464,0.531,0.4,0.5,0.875,2.1,0.5,0.3,0.1,0.3,1.2,3.4,1618520,37
421,Serge Ibaka,17.3,0.583,0.272,0.185,8.3,23.5,16.1,8.6,0.9,3.0,13.1,24.0,1.2,2.7,3.9,0.126,0.1,0.001,0.1,0.8,C,30,TOR,55,27.0,27.0,6.2,12.2,0.512,1.3,3.3,0.385,5.0,8.9,0.559,0.564,1.6,2.3,0.718,8.2,1.4,0.5,0.8,2.0,2.8,15.4,23271604,24
422,Seth Curry,15.5,0.643,0.559,0.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,SG,29,DAL,64,25.0,24.6,4.4,9.0,0.495,2.3,5.0,0.452,2.2,4.0,0.549,0.621,1.3,1.5,0.825,2.3,1.9,0.6,0.1,1.0,1.8,12.4,7461380,61
423,Shabazz Napier,13.6,0.573,0.468,0.376,1.9,9.1,5.4,21.7,2.8,0.7,20.5,21.6,0.1,0.3,0.4,0.039,-0.9,-0.7,-1.5,0.001,PG,28,WAS,20,10.0,24.4,3.7,8.7,0.428,1.5,4.1,0.358,2.3,4.6,0.489,0.512,2.7,3.3,0.831,2.4,3.8,1.5,0.2,2.6,2.0,11.6,1845301,24
424,Shai GilgeousAlexander,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,SG,21,OKC,70,70.0,34.7,6.8,14.5,0.471,1.2,3.6,0.347,5.6,10.9,0.512,0.514,4.1,5.1,0.807,5.9,3.3,1.1,0.7,1.9,1.7,19.0,3952920,11
425,Shake Milton,14.4,0.617,0.487,0.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,1.4,0.7,2.1,0.126,0.001,-1.0,-1.0,0.2,SG,23,PHI,40,24.0,20.1,3.4,6.9,0.484,1.5,3.4,0.43,1.9,3.6,0.535,0.588,1.3,1.6,0.785,2.2,2.6,0.5,0.2,1.2,2.3,9.4,1445697,54
426,Shaquille Harrison,17.8,0.559,0.255,0.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,0.7,0.8,1.5,0.153,0.4,2.4,2.8,0.6,SF,26,CHI,43,10.0,11.3,1.8,3.8,0.467,0.4,1.0,0.381,1.4,2.9,0.496,0.515,0.9,1.2,0.78,2.0,1.1,0.8,0.4,0.4,1.3,4.9,1620564,61
427,Sindarius Thornwell,14.7,0.627,0.364,0.364,0.001,12.2,6.1,16.1,1.3,2.4,13.6,17.3,0.001,0.001,0.1,0.101,-0.1,-1.2,-1.3,0.001,SG,25,NOP,2,0.001,17.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.571,0.636,1.0,2.0,0.5,2.0,2.0,0.5,0.5,1.0,1.0,8.0,183115,48
428,Skal Labissiere,15.4,0.588,0.088,0.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,1.0,0.4,1.4,0.119,-1.5,0.2,-1.3,0.1,C,23,POR,33,1.0,17.2,2.5,4.5,0.551,0.1,0.4,0.231,2.4,4.1,0.582,0.561,0.8,1.0,0.758,5.1,1.3,0.2,0.9,0.9,2.7,5.8,2338846,28
429,Solomon Hill,8.1,0.471,0.533,0.356,3.1,9.2,6.3,7.3,3.1,2.7,17.4,14.8,-0.2,0.3,0.1,0.023,-3.8,0.9,-2.9,0.001,SF,28,MIA,11,1.0,17.0,1.3,4.1,0.311,0.6,2.2,0.292,0.6,1.9,0.333,0.389,1.3,1.5,0.875,1.9,0.9,1.1,0.5,1.0,1.1,4.5,13290395,23
430,Spencer Dinwiddie,17.8,0.541,0.392,0.437,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,3.2,1.6,4.8,0.116,2.7,-0.8,1.8,1.9,SG,26,BRK,64,49.0,31.2,6.6,16.0,0.415,1.9,6.3,0.308,4.7,9.7,0.485,0.476,5.4,7.0,0.778,3.5,6.8,0.6,0.3,2.7,2.8,20.6,10605600,38
431,Stanley Johnson,9.9,0.454,0.407,0.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0.001,0.014,-3.9,1.4,-2.6,0.001,PF,23,TOR,25,0.001,6.0,0.9,2.4,0.373,0.3,1.0,0.292,0.6,1.4,0.429,0.432,0.4,0.6,0.563,1.5,0.8,0.2,0.2,0.6,0.6,2.4,3623000,8
432,Stephen Curry,21.7,0.557,0.598,0.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.103,4.5,-0.6,3.9,0.2,PG,31,GSW,5,5.0,27.8,6.6,16.4,0.402,2.4,9.8,0.245,4.2,6.6,0.636,0.476,5.2,5.2,1.0,5.2,6.6,1.0,0.4,3.2,2.2,20.8,40231758,7
433,Sterling Brown,9.5,0.486,0.531,0.156,4.3,18.5,11.8,8.6,1.7,0.8,13.3,17.0,-0.4,1.5,1.1,0.07,-3.0,1.0,-2.0,0.001,SF,24,MIL,52,1.0,14.8,1.8,4.9,0.371,0.8,2.6,0.324,1.0,2.3,0.425,0.457,0.6,0.8,0.8,3.5,1.0,0.6,0.1,0.8,1.0,5.1,1618520,46
434,Steven Adams,20.5,0.604,0.006,0.421,14.0,24.0,19.2,13.2,1.5,3.4,14.2,17.3,3.8,2.7,6.5,0.185,1.9,1.1,2.9,2.1,C,26,OKC,63,63.0,26.7,4.5,7.6,0.592,0.001,0.001,0.333,4.5,7.5,0.594,0.593,1.9,3.2,0.582,9.3,2.3,0.8,1.1,1.5,1.9,10.9,25842697,12
435,Sviatoslav Mykhailiuk,11.2,0.578,0.704,0.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,1.0,0.6,1.6,0.06,-0.7,-1.2,-1.9,0.001,SF,22,DET,56,27.0,22.6,3.0,7.2,0.41,2.1,5.1,0.404,0.9,2.1,0.425,0.552,1.0,1.3,0.814,1.9,1.9,0.7,0.1,1.1,1.6,9.0,1416852,47
436,TJ Leaf,12.9,0.451,0.209,0.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,-0.1,0.4,0.3,0.061,-2.5,0.1,-2.4,0.001,PF,22,IND,28,1.0,7.9,1.3,3.1,0.419,0.2,0.6,0.278,1.1,2.4,0.456,0.448,0.3,0.6,0.438,2.5,0.3,0.4,0.1,0.3,0.8,3.0,2813280,18
437,TJ McConnell,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,1.7,1.7,3.3,0.121,0.1,0.4,0.5,0.8,PG,27,IND,71,3.0,18.7,3.0,5.8,0.516,0.1,0.2,0.294,2.9,5.5,0.525,0.522,0.5,0.6,0.833,2.7,5.0,0.8,0.2,1.4,1.0,6.5,3500000,61
438,TJ Warren,18.4,0.61,0.227,0.205,3.4,10.5,7.0,7.1,1.7,1.4,7.2,23.3,4.0,2.6,6.5,0.143,1.2,0.001,1.1,1.7,SF,26,IND,67,67.0,32.9,8.0,14.9,0.536,1.4,3.4,0.403,6.6,11.5,0.575,0.581,2.5,3.0,0.819,4.2,1.5,1.2,0.5,1.3,2.8,19.8,11060000,14
439,Tacko Fall,28.4,0.751,0.001,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,C,24,BOS,7,0.001,4.7,1.6,2.0,0.786,0.001,0.001,0.3415,1.6,2.0,0.786,0.786,0.1,0.4,0.333,2.1,0.1,0.1,0.6,0.4,1.0,3.3,79568,61
440,Taj Gibson,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,C,34,NYK,62,56.0,16.5,2.7,4.6,0.584,0.1,0.2,0.286,2.6,4.4,0.599,0.591,0.7,0.9,0.732,4.3,0.8,0.4,0.5,0.8,2.0,6.1,9000000,26
441,Talen HortonTucker,12.3,0.535,0.433,0.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,0.001,0.2,0.1,0.07,-4.0,2.0,-2.1,0.001,SG,19,LAL,6,1.0,13.5,2.3,5.0,0.467,0.7,2.2,0.308,1.7,2.8,0.588,0.533,0.3,0.7,0.5,1.2,1.0,1.3,0.2,1.0,1.7,5.7,898310,46
442,Tariq Owens,8.4,0.34,0.4,0.4,14.6,7.5,11.1,0.001,3.2,0.001,0.001,16.7,0.001,0.001,0.001,0.021,-3.1,-2.7,-5.8,0.001,PF,24,PHO,3,0.001,5.0,0.3,1.7,0.2,0.001,0.7,0.001,0.3,1.0,0.333,0.2,0.7,0.7,1.0,1.0,0.001,0.3,0.001,0.001,0.3,1.3,79568,61
443,Taurean Prince,9.1,0.497,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14.0,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,SF,25,BRK,64,61.0,29.0,4.3,11.5,0.376,2.3,6.7,0.339,2.1,4.8,0.429,0.475,1.1,1.4,0.798,6.0,1.8,0.9,0.4,2.0,2.5,12.1,3481985,12
